Skateboard Sprite Map Metadata
==============================

Grid size: 118x118
Sprite dimensions: 64x64 pixels
Total sprites: 13824
Rotation increment: 15 degrees

Sprite positions (x_y_z -> row,column):
15.0_90.0_90.0 -> 6,18
15.0_90.0_105.0 -> 6,19
15.0_90.0_120.0 -> 6,20
15.0_90.0_135.0 -> 6,21
15.0_90.0_150.0 -> 6,22
15.0_90.0_165.0 -> 6,23
15.0_90.0_180.0 -> 6,24
15.0_90.0_195.0 -> 6,25
15.0_90.0_210.0 -> 6,26
15.0_90.0_225.0 -> 6,27
15.0_90.0_240.0 -> 6,28
15.0_90.0_255.0 -> 6,29
15.0_90.0_270.0 -> 6,30
15.0_90.0_285.0 -> 6,31
15.0_90.0_300.0 -> 6,32
15.0_90.0_315.0 -> 6,33
15.0_90.0_330.0 -> 6,34
15.0_90.0_345.0 -> 6,35
15.0_105.0_0.0 -> 6,36
15.0_105.0_15.0 -> 6,37
15.0_105.0_30.0 -> 6,38
15.0_105.0_45.0 -> 6,39
15.0_105.0_60.0 -> 6,40
15.0_105.0_75.0 -> 6,41
15.0_105.0_90.0 -> 6,42
15.0_105.0_105.0 -> 6,43
15.0_105.0_120.0 -> 6,44
15.0_105.0_135.0 -> 6,45
15.0_105.0_150.0 -> 6,46
15.0_105.0_165.0 -> 6,47
15.0_105.0_180.0 -> 6,48
15.0_105.0_195.0 -> 6,49
15.0_105.0_210.0 -> 6,50
15.0_105.0_225.0 -> 6,51
15.0_105.0_240.0 -> 6,52
15.0_105.0_255.0 -> 6,53
15.0_105.0_270.0 -> 6,54
15.0_105.0_285.0 -> 6,55
15.0_105.0_300.0 -> 6,56
15.0_105.0_315.0 -> 6,57
15.0_105.0_330.0 -> 6,58
15.0_105.0_345.0 -> 6,59
15.0_120.0_0.0 -> 6,60
15.0_120.0_15.0 -> 6,61
15.0_120.0_30.0 -> 6,62
15.0_120.0_45.0 -> 6,63
15.0_120.0_60.0 -> 6,64
15.0_120.0_75.0 -> 6,65
15.0_120.0_90.0 -> 6,66
15.0_120.0_105.0 -> 6,67
15.0_120.0_120.0 -> 6,68
15.0_120.0_135.0 -> 6,69
15.0_120.0_150.0 -> 6,70
15.0_120.0_165.0 -> 6,71
15.0_120.0_180.0 -> 6,72
15.0_120.0_195.0 -> 6,73
15.0_120.0_210.0 -> 6,74
15.0_120.0_225.0 -> 6,75
15.0_120.0_240.0 -> 6,76
15.0_120.0_255.0 -> 6,77
15.0_120.0_270.0 -> 6,78
15.0_120.0_285.0 -> 6,79
15.0_120.0_300.0 -> 6,80
15.0_120.0_315.0 -> 6,81
15.0_120.0_330.0 -> 6,82
15.0_120.0_345.0 -> 6,83
15.0_135.0_0.0 -> 6,84
15.0_135.0_15.0 -> 6,85
15.0_135.0_30.0 -> 6,86
15.0_135.0_45.0 -> 6,87
15.0_135.0_60.0 -> 6,88
15.0_135.0_75.0 -> 6,89
15.0_135.0_90.0 -> 6,90
15.0_135.0_105.0 -> 6,91
15.0_135.0_120.0 -> 6,92
15.0_135.0_135.0 -> 6,93
15.0_135.0_150.0 -> 6,94
15.0_135.0_165.0 -> 6,95
15.0_135.0_180.0 -> 6,96
15.0_135.0_195.0 -> 6,97
15.0_135.0_210.0 -> 6,98
15.0_135.0_225.0 -> 6,99
15.0_135.0_240.0 -> 6,100
15.0_135.0_255.0 -> 6,101
15.0_135.0_270.0 -> 6,102
15.0_135.0_285.0 -> 6,103
15.0_135.0_300.0 -> 6,104
15.0_135.0_315.0 -> 6,105
15.0_135.0_330.0 -> 6,106
15.0_135.0_345.0 -> 6,107
15.0_150.0_0.0 -> 6,108
15.0_150.0_15.0 -> 6,109
15.0_150.0_30.0 -> 6,110
15.0_150.0_45.0 -> 6,111
15.0_150.0_60.0 -> 6,112
15.0_150.0_75.0 -> 6,113
15.0_150.0_90.0 -> 6,114
15.0_150.0_105.0 -> 6,115
15.0_150.0_120.0 -> 6,116
15.0_150.0_135.0 -> 6,117
15.0_150.0_150.0 -> 7,0
15.0_150.0_165.0 -> 7,1
15.0_150.0_180.0 -> 7,2
15.0_150.0_195.0 -> 7,3
15.0_150.0_210.0 -> 7,4
15.0_150.0_225.0 -> 7,5
15.0_150.0_240.0 -> 7,6
15.0_150.0_255.0 -> 7,7
15.0_150.0_270.0 -> 7,8
15.0_150.0_285.0 -> 7,9
15.0_150.0_300.0 -> 7,10
15.0_150.0_315.0 -> 7,11
15.0_150.0_330.0 -> 7,12
15.0_150.0_345.0 -> 7,13
15.0_165.0_0.0 -> 7,14
15.0_165.0_15.0 -> 7,15
15.0_165.0_30.0 -> 7,16
15.0_165.0_45.0 -> 7,17
15.0_165.0_60.0 -> 7,18
15.0_165.0_75.0 -> 7,19
15.0_165.0_90.0 -> 7,20
15.0_165.0_105.0 -> 7,21
15.0_165.0_120.0 -> 7,22
15.0_165.0_135.0 -> 7,23
15.0_165.0_150.0 -> 7,24
15.0_165.0_165.0 -> 7,25
15.0_165.0_180.0 -> 7,26
15.0_165.0_195.0 -> 7,27
15.0_165.0_210.0 -> 7,28
15.0_165.0_225.0 -> 7,29
15.0_165.0_240.0 -> 7,30
15.0_165.0_255.0 -> 7,31
15.0_165.0_270.0 -> 7,32
15.0_165.0_285.0 -> 7,33
15.0_165.0_300.0 -> 7,34
15.0_165.0_315.0 -> 7,35
15.0_165.0_330.0 -> 7,36
15.0_165.0_345.0 -> 7,37
15.0_180.0_0.0 -> 7,38
15.0_180.0_15.0 -> 7,39
15.0_180.0_30.0 -> 7,40
15.0_180.0_45.0 -> 7,41
15.0_180.0_60.0 -> 7,42
15.0_180.0_75.0 -> 7,43
15.0_180.0_90.0 -> 7,44
15.0_180.0_105.0 -> 7,45
15.0_180.0_120.0 -> 7,46
15.0_180.0_135.0 -> 7,47
15.0_180.0_150.0 -> 7,48
15.0_180.0_165.0 -> 7,49
15.0_180.0_180.0 -> 7,50
15.0_180.0_195.0 -> 7,51
15.0_180.0_210.0 -> 7,52
15.0_180.0_225.0 -> 7,53
15.0_180.0_240.0 -> 7,54
15.0_180.0_255.0 -> 7,55
15.0_180.0_270.0 -> 7,56
15.0_180.0_285.0 -> 7,57
15.0_180.0_300.0 -> 7,58
15.0_180.0_315.0 -> 7,59
15.0_180.0_330.0 -> 7,60
15.0_180.0_345.0 -> 7,61
15.0_195.0_0.0 -> 7,62
15.0_195.0_15.0 -> 7,63
15.0_195.0_30.0 -> 7,64
15.0_195.0_45.0 -> 7,65
15.0_195.0_60.0 -> 7,66
15.0_195.0_75.0 -> 7,67
15.0_195.0_90.0 -> 7,68
15.0_195.0_105.0 -> 7,69
15.0_195.0_120.0 -> 7,70
15.0_195.0_135.0 -> 7,71
15.0_195.0_150.0 -> 7,72
15.0_195.0_165.0 -> 7,73
15.0_195.0_180.0 -> 7,74
15.0_195.0_195.0 -> 7,75
15.0_195.0_210.0 -> 7,76
15.0_195.0_225.0 -> 7,77
15.0_195.0_240.0 -> 7,78
15.0_195.0_255.0 -> 7,79
15.0_195.0_270.0 -> 7,80
15.0_195.0_285.0 -> 7,81
15.0_195.0_300.0 -> 7,82
15.0_195.0_315.0 -> 7,83
15.0_195.0_330.0 -> 7,84
15.0_195.0_345.0 -> 7,85
15.0_210.0_0.0 -> 7,86
15.0_210.0_15.0 -> 7,87
15.0_210.0_30.0 -> 7,88
15.0_210.0_45.0 -> 7,89
15.0_210.0_60.0 -> 7,90
15.0_210.0_75.0 -> 7,91
15.0_210.0_90.0 -> 7,92
15.0_210.0_105.0 -> 7,93
15.0_210.0_120.0 -> 7,94
15.0_210.0_135.0 -> 7,95
15.0_210.0_150.0 -> 7,96
15.0_210.0_165.0 -> 7,97
15.0_210.0_180.0 -> 7,98
15.0_210.0_195.0 -> 7,99
15.0_210.0_210.0 -> 7,100
15.0_210.0_225.0 -> 7,101
15.0_210.0_240.0 -> 7,102
15.0_210.0_255.0 -> 7,103
15.0_210.0_270.0 -> 7,104
15.0_210.0_285.0 -> 7,105
15.0_210.0_300.0 -> 7,106
15.0_210.0_315.0 -> 7,107
15.0_210.0_330.0 -> 7,108
15.0_210.0_345.0 -> 7,109
15.0_225.0_0.0 -> 7,110
15.0_225.0_15.0 -> 7,111
15.0_225.0_30.0 -> 7,112
15.0_225.0_45.0 -> 7,113
15.0_225.0_60.0 -> 7,114
15.0_225.0_75.0 -> 7,115
15.0_225.0_90.0 -> 7,116
15.0_225.0_105.0 -> 7,117
15.0_225.0_120.0 -> 8,0
15.0_225.0_135.0 -> 8,1
15.0_225.0_150.0 -> 8,2
15.0_225.0_165.0 -> 8,3
15.0_225.0_180.0 -> 8,4
15.0_225.0_195.0 -> 8,5
15.0_225.0_210.0 -> 8,6
15.0_225.0_225.0 -> 8,7
15.0_225.0_240.0 -> 8,8
15.0_225.0_255.0 -> 8,9
15.0_225.0_270.0 -> 8,10
15.0_225.0_285.0 -> 8,11
15.0_225.0_300.0 -> 8,12
15.0_225.0_315.0 -> 8,13
15.0_225.0_330.0 -> 8,14
15.0_225.0_345.0 -> 8,15
15.0_240.0_0.0 -> 8,16
15.0_240.0_15.0 -> 8,17
15.0_240.0_30.0 -> 8,18
15.0_240.0_45.0 -> 8,19
15.0_240.0_60.0 -> 8,20
15.0_240.0_75.0 -> 8,21
15.0_240.0_90.0 -> 8,22
15.0_240.0_105.0 -> 8,23
15.0_240.0_120.0 -> 8,24
15.0_240.0_135.0 -> 8,25
15.0_240.0_150.0 -> 8,26
15.0_240.0_165.0 -> 8,27
15.0_240.0_180.0 -> 8,28
15.0_240.0_195.0 -> 8,29
15.0_240.0_210.0 -> 8,30
15.0_240.0_225.0 -> 8,31
15.0_240.0_240.0 -> 8,32
15.0_240.0_255.0 -> 8,33
15.0_240.0_270.0 -> 8,34
15.0_240.0_285.0 -> 8,35
15.0_240.0_300.0 -> 8,36
15.0_240.0_315.0 -> 8,37
15.0_240.0_330.0 -> 8,38
15.0_240.0_345.0 -> 8,39
15.0_255.0_0.0 -> 8,40
15.0_255.0_15.0 -> 8,41
15.0_255.0_30.0 -> 8,42
15.0_255.0_45.0 -> 8,43
15.0_255.0_60.0 -> 8,44
15.0_255.0_75.0 -> 8,45
15.0_255.0_90.0 -> 8,46
15.0_255.0_105.0 -> 8,47
15.0_255.0_120.0 -> 8,48
15.0_255.0_135.0 -> 8,49
15.0_255.0_150.0 -> 8,50
15.0_255.0_165.0 -> 8,51
15.0_255.0_180.0 -> 8,52
15.0_255.0_195.0 -> 8,53
15.0_255.0_210.0 -> 8,54
15.0_255.0_225.0 -> 8,55
15.0_255.0_240.0 -> 8,56
15.0_255.0_255.0 -> 8,57
15.0_255.0_270.0 -> 8,58
15.0_255.0_285.0 -> 8,59
15.0_255.0_300.0 -> 8,60
15.0_255.0_315.0 -> 8,61
15.0_255.0_330.0 -> 8,62
15.0_255.0_345.0 -> 8,63
15.0_270.0_0.0 -> 8,64
15.0_270.0_15.0 -> 8,65
15.0_270.0_30.0 -> 8,66
15.0_270.0_45.0 -> 8,67
15.0_270.0_60.0 -> 8,68
15.0_270.0_75.0 -> 8,69
15.0_270.0_90.0 -> 8,70
15.0_270.0_105.0 -> 8,71
15.0_270.0_120.0 -> 8,72
15.0_270.0_135.0 -> 8,73
15.0_270.0_150.0 -> 8,74
15.0_270.0_165.0 -> 8,75
15.0_270.0_180.0 -> 8,76
15.0_270.0_195.0 -> 8,77
15.0_270.0_210.0 -> 8,78
15.0_270.0_225.0 -> 8,79
15.0_270.0_240.0 -> 8,80
15.0_270.0_255.0 -> 8,81
15.0_270.0_270.0 -> 8,82
15.0_270.0_285.0 -> 8,83
15.0_270.0_300.0 -> 8,84
15.0_270.0_315.0 -> 8,85
15.0_270.0_330.0 -> 8,86
15.0_270.0_345.0 -> 8,87
15.0_285.0_0.0 -> 8,88
15.0_285.0_15.0 -> 8,89
15.0_285.0_30.0 -> 8,90
15.0_285.0_45.0 -> 8,91
15.0_285.0_60.0 -> 8,92
15.0_285.0_75.0 -> 8,93
15.0_285.0_90.0 -> 8,94
15.0_285.0_105.0 -> 8,95
15.0_285.0_120.0 -> 8,96
15.0_285.0_135.0 -> 8,97
15.0_285.0_150.0 -> 8,98
15.0_285.0_165.0 -> 8,99
15.0_285.0_180.0 -> 8,100
15.0_285.0_195.0 -> 8,101
15.0_285.0_210.0 -> 8,102
15.0_285.0_225.0 -> 8,103
15.0_285.0_240.0 -> 8,104
15.0_285.0_255.0 -> 8,105
15.0_285.0_270.0 -> 8,106
15.0_285.0_285.0 -> 8,107
15.0_285.0_300.0 -> 8,108
15.0_285.0_315.0 -> 8,109
15.0_285.0_330.0 -> 8,110
15.0_285.0_345.0 -> 8,111
15.0_300.0_0.0 -> 8,112
15.0_300.0_15.0 -> 8,113
15.0_300.0_30.0 -> 8,114
15.0_300.0_45.0 -> 8,115
15.0_300.0_60.0 -> 8,116
15.0_300.0_75.0 -> 8,117
15.0_300.0_90.0 -> 9,0
15.0_300.0_105.0 -> 9,1
15.0_300.0_120.0 -> 9,2
15.0_300.0_135.0 -> 9,3
15.0_300.0_150.0 -> 9,4
15.0_300.0_165.0 -> 9,5
15.0_300.0_180.0 -> 9,6
15.0_300.0_195.0 -> 9,7
15.0_300.0_210.0 -> 9,8
15.0_300.0_225.0 -> 9,9
15.0_300.0_240.0 -> 9,10
15.0_300.0_255.0 -> 9,11
15.0_300.0_270.0 -> 9,12
15.0_300.0_285.0 -> 9,13
15.0_300.0_300.0 -> 9,14
15.0_300.0_315.0 -> 9,15
15.0_300.0_330.0 -> 9,16
15.0_300.0_345.0 -> 9,17
15.0_315.0_0.0 -> 9,18
15.0_315.0_15.0 -> 9,19
15.0_315.0_30.0 -> 9,20
15.0_315.0_45.0 -> 9,21
15.0_315.0_60.0 -> 9,22
15.0_315.0_75.0 -> 9,23
15.0_315.0_90.0 -> 9,24
15.0_315.0_105.0 -> 9,25
15.0_315.0_120.0 -> 9,26
15.0_315.0_135.0 -> 9,27
15.0_315.0_150.0 -> 9,28
15.0_315.0_165.0 -> 9,29
15.0_315.0_180.0 -> 9,30
15.0_315.0_195.0 -> 9,31
15.0_315.0_210.0 -> 9,32
15.0_315.0_225.0 -> 9,33
15.0_315.0_240.0 -> 9,34
15.0_315.0_255.0 -> 9,35
15.0_315.0_270.0 -> 9,36
15.0_315.0_285.0 -> 9,37
15.0_315.0_300.0 -> 9,38
15.0_315.0_315.0 -> 9,39
15.0_315.0_330.0 -> 9,40
15.0_315.0_345.0 -> 9,41
15.0_330.0_0.0 -> 9,42
15.0_330.0_15.0 -> 9,43
15.0_330.0_30.0 -> 9,44
15.0_330.0_45.0 -> 9,45
15.0_330.0_60.0 -> 9,46
15.0_330.0_75.0 -> 9,47
15.0_330.0_90.0 -> 9,48
15.0_330.0_105.0 -> 9,49
15.0_330.0_120.0 -> 9,50
15.0_330.0_135.0 -> 9,51
15.0_330.0_150.0 -> 9,52
15.0_330.0_165.0 -> 9,53
15.0_330.0_180.0 -> 9,54
15.0_330.0_195.0 -> 9,55
15.0_330.0_210.0 -> 9,56
15.0_330.0_225.0 -> 9,57
15.0_330.0_240.0 -> 9,58
15.0_330.0_255.0 -> 9,59
15.0_330.0_270.0 -> 9,60
15.0_330.0_285.0 -> 9,61
15.0_330.0_300.0 -> 9,62
15.0_330.0_315.0 -> 9,63
15.0_330.0_330.0 -> 9,64
15.0_330.0_345.0 -> 9,65
15.0_345.0_0.0 -> 9,66
15.0_345.0_15.0 -> 9,67
15.0_345.0_30.0 -> 9,68
15.0_345.0_45.0 -> 9,69
15.0_345.0_60.0 -> 9,70
15.0_345.0_75.0 -> 9,71
15.0_345.0_90.0 -> 9,72
15.0_345.0_105.0 -> 9,73
15.0_345.0_120.0 -> 9,74
15.0_345.0_135.0 -> 9,75
15.0_345.0_150.0 -> 9,76
15.0_345.0_165.0 -> 9,77
15.0_345.0_180.0 -> 9,78
15.0_345.0_195.0 -> 9,79
15.0_345.0_210.0 -> 9,80
15.0_345.0_225.0 -> 9,81
15.0_345.0_240.0 -> 9,82
15.0_345.0_255.0 -> 9,83
15.0_345.0_270.0 -> 9,84
15.0_345.0_285.0 -> 9,85
15.0_345.0_300.0 -> 9,86
15.0_345.0_315.0 -> 9,87
15.0_345.0_330.0 -> 9,88
15.0_345.0_345.0 -> 9,89
30.0_0.0_0.0 -> 9,90
30.0_0.0_15.0 -> 9,91
30.0_0.0_30.0 -> 9,92
30.0_0.0_45.0 -> 9,93
30.0_0.0_60.0 -> 9,94
30.0_0.0_75.0 -> 9,95
30.0_0.0_90.0 -> 9,96
30.0_0.0_105.0 -> 9,97
30.0_0.0_120.0 -> 9,98
30.0_0.0_135.0 -> 9,99
30.0_0.0_150.0 -> 9,100
30.0_0.0_165.0 -> 9,101
30.0_0.0_180.0 -> 9,102
30.0_0.0_195.0 -> 9,103
30.0_0.0_210.0 -> 9,104
30.0_0.0_225.0 -> 9,105
30.0_0.0_240.0 -> 9,106
30.0_0.0_255.0 -> 9,107
30.0_0.0_270.0 -> 9,108
30.0_0.0_285.0 -> 9,109
30.0_0.0_300.0 -> 9,110
30.0_0.0_315.0 -> 9,111
30.0_0.0_330.0 -> 9,112
30.0_0.0_345.0 -> 9,113
30.0_15.0_0.0 -> 9,114
30.0_15.0_15.0 -> 9,115
30.0_15.0_30.0 -> 9,116
30.0_15.0_45.0 -> 9,117
30.0_15.0_60.0 -> 10,0
30.0_15.0_75.0 -> 10,1
30.0_15.0_90.0 -> 10,2
30.0_15.0_105.0 -> 10,3
30.0_15.0_120.0 -> 10,4
30.0_15.0_135.0 -> 10,5
30.0_15.0_150.0 -> 10,6
30.0_15.0_165.0 -> 10,7
30.0_15.0_180.0 -> 10,8
30.0_15.0_195.0 -> 10,9
30.0_15.0_210.0 -> 10,10
30.0_15.0_225.0 -> 10,11
30.0_15.0_240.0 -> 10,12
30.0_15.0_255.0 -> 10,13
30.0_15.0_270.0 -> 10,14
30.0_15.0_285.0 -> 10,15
30.0_15.0_300.0 -> 10,16
30.0_15.0_315.0 -> 10,17
30.0_15.0_330.0 -> 10,18
30.0_15.0_345.0 -> 10,19
30.0_30.0_0.0 -> 10,20
30.0_30.0_15.0 -> 10,21
30.0_30.0_30.0 -> 10,22
30.0_30.0_45.0 -> 10,23
30.0_30.0_60.0 -> 10,24
30.0_30.0_75.0 -> 10,25
30.0_30.0_90.0 -> 10,26
30.0_30.0_105.0 -> 10,27
30.0_30.0_120.0 -> 10,28
30.0_30.0_135.0 -> 10,29
30.0_30.0_150.0 -> 10,30
30.0_30.0_165.0 -> 10,31
30.0_30.0_180.0 -> 10,32
30.0_30.0_195.0 -> 10,33
30.0_30.0_210.0 -> 10,34
30.0_30.0_225.0 -> 10,35
30.0_30.0_240.0 -> 10,36
30.0_30.0_255.0 -> 10,37
30.0_30.0_270.0 -> 10,38
30.0_30.0_285.0 -> 10,39
30.0_30.0_300.0 -> 10,40
30.0_30.0_315.0 -> 10,41
30.0_30.0_330.0 -> 10,42
30.0_30.0_345.0 -> 10,43
30.0_45.0_0.0 -> 10,44
30.0_45.0_15.0 -> 10,45
30.0_45.0_30.0 -> 10,46
30.0_45.0_45.0 -> 10,47
30.0_45.0_60.0 -> 10,48
30.0_45.0_75.0 -> 10,49
30.0_45.0_90.0 -> 10,50
30.0_45.0_105.0 -> 10,51
30.0_45.0_120.0 -> 10,52
30.0_45.0_135.0 -> 10,53
30.0_45.0_150.0 -> 10,54
30.0_45.0_165.0 -> 10,55
30.0_45.0_180.0 -> 10,56
30.0_45.0_195.0 -> 10,57
30.0_45.0_210.0 -> 10,58
30.0_45.0_225.0 -> 10,59
30.0_45.0_240.0 -> 10,60
30.0_45.0_255.0 -> 10,61
30.0_45.0_270.0 -> 10,62
30.0_45.0_285.0 -> 10,63
30.0_45.0_300.0 -> 10,64
30.0_45.0_315.0 -> 10,65
30.0_45.0_330.0 -> 10,66
30.0_45.0_345.0 -> 10,67
30.0_60.0_0.0 -> 10,68
30.0_60.0_15.0 -> 10,69
30.0_60.0_30.0 -> 10,70
30.0_60.0_45.0 -> 10,71
30.0_60.0_60.0 -> 10,72
30.0_60.0_75.0 -> 10,73
30.0_60.0_90.0 -> 10,74
30.0_60.0_105.0 -> 10,75
30.0_60.0_120.0 -> 10,76
30.0_60.0_135.0 -> 10,77
30.0_60.0_150.0 -> 10,78
30.0_60.0_165.0 -> 10,79
30.0_60.0_180.0 -> 10,80
30.0_60.0_195.0 -> 10,81
30.0_60.0_210.0 -> 10,82
30.0_60.0_225.0 -> 10,83
30.0_60.0_240.0 -> 10,84
30.0_60.0_255.0 -> 10,85
30.0_60.0_270.0 -> 10,86
30.0_60.0_285.0 -> 10,87
30.0_60.0_300.0 -> 10,88
30.0_60.0_315.0 -> 10,89
30.0_60.0_330.0 -> 10,90
30.0_60.0_345.0 -> 10,91
30.0_75.0_0.0 -> 10,92
30.0_75.0_15.0 -> 10,93
30.0_75.0_30.0 -> 10,94
30.0_75.0_45.0 -> 10,95
30.0_75.0_60.0 -> 10,96
30.0_75.0_75.0 -> 10,97
30.0_75.0_90.0 -> 10,98
30.0_75.0_105.0 -> 10,99
30.0_75.0_120.0 -> 10,100
30.0_75.0_135.0 -> 10,101
30.0_75.0_150.0 -> 10,102
30.0_75.0_165.0 -> 10,103
30.0_75.0_180.0 -> 10,104
30.0_75.0_195.0 -> 10,105
30.0_75.0_210.0 -> 10,106
30.0_75.0_225.0 -> 10,107
30.0_75.0_240.0 -> 10,108
30.0_75.0_255.0 -> 10,109
30.0_75.0_270.0 -> 10,110
30.0_75.0_285.0 -> 10,111
30.0_75.0_300.0 -> 10,112
30.0_75.0_315.0 -> 10,113
30.0_75.0_330.0 -> 10,114
30.0_75.0_345.0 -> 10,115
30.0_90.0_0.0 -> 10,116
30.0_90.0_15.0 -> 10,117
30.0_90.0_30.0 -> 11,0
30.0_90.0_45.0 -> 11,1
30.0_90.0_60.0 -> 11,2
30.0_90.0_75.0 -> 11,3
30.0_90.0_90.0 -> 11,4
30.0_90.0_105.0 -> 11,5
30.0_90.0_120.0 -> 11,6
30.0_90.0_135.0 -> 11,7
30.0_90.0_150.0 -> 11,8
30.0_90.0_165.0 -> 11,9
30.0_90.0_180.0 -> 11,10
30.0_90.0_195.0 -> 11,11
30.0_90.0_210.0 -> 11,12
30.0_90.0_225.0 -> 11,13
30.0_90.0_240.0 -> 11,14
30.0_90.0_255.0 -> 11,15
30.0_90.0_270.0 -> 11,16
30.0_90.0_285.0 -> 11,17
30.0_90.0_300.0 -> 11,18
30.0_90.0_315.0 -> 11,19
30.0_90.0_330.0 -> 11,20
30.0_90.0_345.0 -> 11,21
30.0_105.0_0.0 -> 11,22
30.0_105.0_15.0 -> 11,23
30.0_105.0_30.0 -> 11,24
30.0_105.0_45.0 -> 11,25
30.0_105.0_60.0 -> 11,26
30.0_105.0_75.0 -> 11,27
30.0_105.0_90.0 -> 11,28
30.0_105.0_105.0 -> 11,29
30.0_105.0_120.0 -> 11,30
30.0_105.0_135.0 -> 11,31
30.0_105.0_150.0 -> 11,32
30.0_105.0_165.0 -> 11,33
30.0_105.0_180.0 -> 11,34
30.0_105.0_195.0 -> 11,35
30.0_105.0_210.0 -> 11,36
30.0_105.0_225.0 -> 11,37
30.0_105.0_240.0 -> 11,38
30.0_105.0_255.0 -> 11,39
30.0_105.0_270.0 -> 11,40
30.0_105.0_285.0 -> 11,41
30.0_105.0_300.0 -> 11,42
30.0_105.0_315.0 -> 11,43
30.0_105.0_330.0 -> 11,44
30.0_105.0_345.0 -> 11,45
30.0_120.0_0.0 -> 11,46
30.0_120.0_15.0 -> 11,47
30.0_120.0_30.0 -> 11,48
30.0_120.0_45.0 -> 11,49
30.0_120.0_60.0 -> 11,50
30.0_120.0_75.0 -> 11,51
30.0_120.0_90.0 -> 11,52
30.0_120.0_105.0 -> 11,53
30.0_120.0_120.0 -> 11,54
30.0_120.0_135.0 -> 11,55
30.0_120.0_150.0 -> 11,56
30.0_120.0_165.0 -> 11,57
30.0_120.0_180.0 -> 11,58
30.0_120.0_195.0 -> 11,59
30.0_120.0_210.0 -> 11,60
30.0_120.0_225.0 -> 11,61
30.0_120.0_240.0 -> 11,62
30.0_120.0_255.0 -> 11,63
30.0_120.0_270.0 -> 11,64
30.0_120.0_285.0 -> 11,65
30.0_120.0_300.0 -> 11,66
30.0_120.0_315.0 -> 11,67
30.0_120.0_330.0 -> 11,68
30.0_120.0_345.0 -> 11,69
30.0_135.0_0.0 -> 11,70
30.0_135.0_15.0 -> 11,71
30.0_135.0_30.0 -> 11,72
30.0_135.0_45.0 -> 11,73
30.0_135.0_60.0 -> 11,74
30.0_135.0_75.0 -> 11,75
30.0_135.0_90.0 -> 11,76
30.0_135.0_105.0 -> 11,77
30.0_135.0_120.0 -> 11,78
30.0_135.0_135.0 -> 11,79
30.0_135.0_150.0 -> 11,80
30.0_135.0_165.0 -> 11,81
30.0_135.0_180.0 -> 11,82
30.0_135.0_195.0 -> 11,83
30.0_135.0_210.0 -> 11,84
30.0_135.0_225.0 -> 11,85
30.0_135.0_240.0 -> 11,86
30.0_135.0_255.0 -> 11,87
30.0_135.0_270.0 -> 11,88
30.0_135.0_285.0 -> 11,89
30.0_135.0_300.0 -> 11,90
30.0_135.0_315.0 -> 11,91
30.0_135.0_330.0 -> 11,92
30.0_135.0_345.0 -> 11,93
30.0_150.0_0.0 -> 11,94
30.0_150.0_15.0 -> 11,95
30.0_150.0_30.0 -> 11,96
30.0_150.0_45.0 -> 11,97
30.0_150.0_60.0 -> 11,98
30.0_150.0_75.0 -> 11,99
30.0_150.0_90.0 -> 11,100
30.0_150.0_105.0 -> 11,101
30.0_150.0_120.0 -> 11,102
30.0_150.0_135.0 -> 11,103
30.0_150.0_150.0 -> 11,104
30.0_150.0_165.0 -> 11,105
30.0_150.0_180.0 -> 11,106
30.0_150.0_195.0 -> 11,107
30.0_150.0_210.0 -> 11,108
30.0_150.0_225.0 -> 11,109
30.0_150.0_240.0 -> 11,110
30.0_150.0_255.0 -> 11,111
30.0_150.0_270.0 -> 11,112
30.0_150.0_285.0 -> 11,113
30.0_150.0_300.0 -> 11,114
30.0_150.0_315.0 -> 11,115
30.0_150.0_330.0 -> 11,116
30.0_150.0_345.0 -> 11,117
30.0_165.0_0.0 -> 12,0
30.0_165.0_15.0 -> 12,1
30.0_165.0_30.0 -> 12,2
30.0_165.0_45.0 -> 12,3
30.0_165.0_60.0 -> 12,4
30.0_165.0_75.0 -> 12,5
30.0_165.0_90.0 -> 12,6
30.0_165.0_105.0 -> 12,7
30.0_165.0_120.0 -> 12,8
30.0_165.0_135.0 -> 12,9
30.0_165.0_150.0 -> 12,10
30.0_165.0_165.0 -> 12,11
30.0_165.0_180.0 -> 12,12
30.0_165.0_195.0 -> 12,13
30.0_165.0_210.0 -> 12,14
30.0_165.0_225.0 -> 12,15
30.0_165.0_240.0 -> 12,16
30.0_165.0_255.0 -> 12,17
30.0_165.0_270.0 -> 12,18
30.0_165.0_285.0 -> 12,19
30.0_165.0_300.0 -> 12,20
30.0_165.0_315.0 -> 12,21
30.0_165.0_330.0 -> 12,22
30.0_165.0_345.0 -> 12,23
30.0_180.0_0.0 -> 12,24
30.0_180.0_15.0 -> 12,25
30.0_180.0_30.0 -> 12,26
30.0_180.0_45.0 -> 12,27
30.0_180.0_60.0 -> 12,28
30.0_180.0_75.0 -> 12,29
30.0_180.0_90.0 -> 12,30
30.0_180.0_105.0 -> 12,31
30.0_180.0_120.0 -> 12,32
30.0_180.0_135.0 -> 12,33
30.0_180.0_150.0 -> 12,34
30.0_180.0_165.0 -> 12,35
30.0_180.0_180.0 -> 12,36
30.0_180.0_195.0 -> 12,37
30.0_180.0_210.0 -> 12,38
30.0_180.0_225.0 -> 12,39
30.0_180.0_240.0 -> 12,40
30.0_180.0_255.0 -> 12,41
